national,work_type,state,lot_size,price,unit,notes,source,last_updated,tier,tier_label,tier_note,region_override
VA,Boarding - Doors,All States,,345.0,maximum,5/8 inch plywood or polycarbonate,VA Servicer Handbook M26-4 Appendix G,2019-02-26,1,Verified Official,"Directly verified from VALERI Fee Cost Schedule effective Jan 30, 2026.",
VA,Boarding - Other Openings,All States,,460.0,maximum,3/4 inch plywood or polycarbonate,VA Servicer Handbook M26-4 Appendix G,2019-02-26,1,Verified Official,"Directly verified from VALERI Fee Cost Schedule effective Jan 30, 2026.",
VA,Sump Pump Repair,All States,,60.0,maximum,,VA Servicer Handbook M26-4 Appendix G,2019-02-26,1,Verified Official,"Directly verified from VALERI Fee Cost Schedule effective Jan 30, 2026.",
VA,Sump Pump Installation,All States,,460.0,maximum,,VA Servicer Handbook M26-4 Appendix G,2019-02-26,1,Verified Official,"Directly verified from VALERI Fee Cost Schedule effective Jan 30, 2026.",
VA,Basement Water Pumping,All States,,1725.0,maximum,,VA Servicer Handbook M26-4 Appendix G,2019-02-26,1,Verified Official,"Directly verified from VALERI Fee Cost Schedule effective Jan 30, 2026.",
VA,Water Well,All States,,180.0,maximum,Pump tank and lines,VA Servicer Handbook M26-4 Appendix G,2019-02-26,1,Verified Official,"Directly verified from VALERI Fee Cost Schedule effective Jan 30, 2026.",
VA,Septic System Maintenance,All States,,780.0,maximum,,VA Servicer Handbook M26-4 Appendix G,2019-02-26,1,Verified Official,"Directly verified from VALERI Fee Cost Schedule effective Jan 30, 2026.",
VA,Snow Removal,All States,,70.0,per occurrence,October 1 - March 31; year-round in designated northern states,VA Servicer Handbook M26-4 Appendix G,2019-02-26,1,Verified Official,"Directly verified from VALERI Fee Cost Schedule effective Jan 30, 2026.",
VA,Shrub Trimming,All States,,50.0,maximum,,VA Servicer Handbook M26-4 Appendix G,2019-02-26,1,Verified Official,"Directly verified from VALERI Fee Cost Schedule effective Jan 30, 2026.",
Fannie Mae,Grass Cut - Initial,All States,1-10000 sf,100.0,per cut,Current as-of June 2025 per Fannie Mae Servicing Guide F-1-05.,Fannie Mae Servicing Guide F-1-05,2025-06-11,1,Verified Official,Directly extracted from Fannie Mae Servicing Guide F-1-05 update June 2025.,
Fannie Mae,Grass Cut - Recut,All States,1-10000 sf,80.0,per cut,Current as-of June 2025 per Fannie Mae Servicing Guide F-1-05.,Fannie Mae Servicing Guide F-1-05,2025-06-11,1,Verified Official,Directly extracted from Fannie Mae Servicing Guide F-1-05 update June 2025.,
Fannie Mae,Winterization - Dry,All States,,100.0,per unit,Current as-of June 2025 per Fannie Mae Servicing Guide F-1-05.,Fannie Mae Servicing Guide F-1-05,2025-06-11,1,Verified Official,Directly extracted from Fannie Mae Servicing Guide F-1-05 update June 2025.,
Fannie Mae,Winterization - Wet/Steam,All States,,150.0,per unit,Current as-of June 2025 per Fannie Mae Servicing Guide F-1-05.,Fannie Mae Servicing Guide F-1-05,2025-06-11,1,Verified Official,Directly extracted from Fannie Mae Servicing Guide F-1-05 update June 2025.,
Fannie Mae,Winterization - Radiant,All States,,250.0,per unit,Current as-of June 2025 per Fannie Mae Servicing Guide F-1-05.,Fannie Mae Servicing Guide F-1-05,2025-06-11,1,Verified Official,Directly extracted from Fannie Mae Servicing Guide F-1-05 update June 2025.,
Fannie Mae,Debris Removal,All States,,40.0,per cubic yard,Current as-of June 2025 per Fannie Mae Servicing Guide F-1-05.,Fannie Mae Servicing Guide F-1-05,2025-06-11,1,Verified Official,Directly extracted from Fannie Mae Servicing Guide F-1-05 update June 2025.,
Fannie Mae,Lockset Replacement,All States,,60.0,per lock,Current as-of June 2025 per Fannie Mae Servicing Guide F-1-05.,Fannie Mae Servicing Guide F-1-05,2025-06-11,1,Verified Official,Directly extracted from Fannie Mae Servicing Guide F-1-05 update June 2025.,
ServiceLink,Grass Cut - Initial,Alaska,1-5000 sf,80.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Alaska,1-5000 sf,50.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Alaska,5001-10000 sf,95.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Alaska,5001-10000 sf,60.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Alaska,10001-15000 sf,110.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Alaska,10001-15000 sf,70.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Alaska,15001-20000 sf,120.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Alaska,15001-20000 sf,80.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Alaska,20001-30000 sf,130.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Alaska,20001-30000 sf,90.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Alaska,30001-43560 sf,140.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Alaska,30001-43560 sf,100.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Alabama,1-5000 sf,55.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Alabama,1-5000 sf,40.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Alabama,5001-10000 sf,70.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Alabama,5001-10000 sf,50.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Alabama,10001-15000 sf,85.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Alabama,10001-15000 sf,60.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Alabama,15001-20000 sf,95.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Alabama,15001-20000 sf,70.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Alabama,20001-30000 sf,105.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Alabama,20001-30000 sf,80.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Alabama,30001-43560 sf,115.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Alabama,30001-43560 sf,90.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Arkansas,1-5000 sf,55.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Arkansas,1-5000 sf,35.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Arkansas,5001-10000 sf,70.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Arkansas,5001-10000 sf,45.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Arkansas,10001-15000 sf,85.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Arkansas,10001-15000 sf,55.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Arkansas,15001-20000 sf,95.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Arkansas,15001-20000 sf,65.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Arkansas,20001-30000 sf,105.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Arkansas,20001-30000 sf,75.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Arkansas,30001-43560 sf,115.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Arkansas,30001-43560 sf,85.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Arizona,1-5000 sf,50.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Arizona,1-5000 sf,40.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Arizona,5001-10000 sf,65.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Arizona,5001-10000 sf,50.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Arizona,10001-15000 sf,80.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Arizona,10001-15000 sf,60.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Arizona,15001-20000 sf,90.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Arizona,15001-20000 sf,70.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Arizona,20001-30000 sf,100.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Arizona,20001-30000 sf,80.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Arizona,30001-43560 sf,110.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Arizona,30001-43560 sf,90.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,California,1-5000 sf,50.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,California,1-5000 sf,40.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,California,5001-10000 sf,65.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,California,5001-10000 sf,50.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,California,10001-15000 sf,80.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,California,10001-15000 sf,60.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,California,15001-20000 sf,90.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,California,15001-20000 sf,70.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,California,20001-30000 sf,100.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,California,20001-30000 sf,80.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,California,30001-43560 sf,110.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,California,30001-43560 sf,90.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Colorado,1-5000 sf,55.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Colorado,1-5000 sf,35.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Colorado,5001-10000 sf,70.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Colorado,5001-10000 sf,45.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Colorado,10001-15000 sf,85.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Colorado,10001-15000 sf,55.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Colorado,15001-20000 sf,95.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Colorado,15001-20000 sf,65.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Colorado,20001-30000 sf,105.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Colorado,20001-30000 sf,75.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Colorado,30001-43560 sf,115.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Colorado,30001-43560 sf,85.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Connecticut,1-5000 sf,50.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Connecticut,1-5000 sf,40.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Connecticut,5001-10000 sf,65.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Connecticut,5001-10000 sf,50.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Connecticut,10001-15000 sf,80.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Connecticut,10001-15000 sf,60.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Connecticut,15001-20000 sf,90.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Connecticut,15001-20000 sf,70.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Connecticut,20001-30000 sf,100.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Connecticut,20001-30000 sf,80.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,Connecticut,30001-43560 sf,110.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,Connecticut,30001-43560 sf,90.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,District of Columbia,1-5000 sf,65.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,District of Columbia,1-5000 sf,40.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,District of Columbia,5001-10000 sf,80.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,District of Columbia,5001-10000 sf,50.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,District of Columbia,10001-15000 sf,95.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,District of Columbia,10001-15000 sf,60.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,District of Columbia,15001-20000 sf,105.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,District of Columbia,15001-20000 sf,70.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Initial,District of Columbia,20001-30000 sf,115.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
ServiceLink,Grass Cut - Recut,District of Columbia,20001-30000 sf,80.0,per cut,,"ServiceLink Standard Supplier Rates, May 2016",2016-05-06,2,Industry Reported — Verify Before Use,"Sourced from ServiceLink vendor rate sheet dated May 6, 2016. Rates may have changed.",
