national,work_type,state,lot_size,price,unit,notes,source,last_updated,tier,tier_label,tier_note,region_override
HUD,Grass Cut - Initial,Alabama,1-10000 sf,70.0,per cut,,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Alabama,10001-20000 sf,90.0,per cut,,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Alabama,1-10000 sf,65.0,per cut,,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Alabama,10001-20000 sf,85.0,per cut,,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Alaska,1-10000 sf,100.0,per cut,June 1 - Sept 30 only,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Alaska,10001-20000 sf,120.0,per cut,June 1 - Sept 30 only,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Alaska,1-10000 sf,95.0,per cut,June 1 - Sept 30 only,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Alaska,10001-20000 sf,115.0,per cut,June 1 - Sept 30 only,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Arizona,1-10000 sf,75.0,per cut,All year once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Arizona,10001-20000 sf,95.0,per cut,All year once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Arizona,1-10000 sf,70.0,per cut,All year once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Arizona,10001-20000 sf,90.0,per cut,All year once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Arkansas,1-10000 sf,70.0,per cut,April 1 - Oct 31,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Arkansas,10001-20000 sf,90.0,per cut,April 1 - Oct 31,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Arkansas,1-10000 sf,65.0,per cut,April 1 - Oct 31,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Arkansas,10001-20000 sf,85.0,per cut,April 1 - Oct 31,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,California,1-10000 sf,100.0,per cut,All year twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,California,10001-20000 sf,120.0,per cut,All year twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,California,1-10000 sf,95.0,per cut,All year twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,California,10001-20000 sf,115.0,per cut,All year twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Colorado,1-10000 sf,85.0,per cut,April 1 - Oct 31 once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Colorado,10001-20000 sf,105.0,per cut,April 1 - Oct 31 once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Colorado,1-10000 sf,80.0,per cut,April 1 - Oct 31 once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Colorado,10001-20000 sf,100.0,per cut,April 1 - Oct 31 once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Connecticut,1-10000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Connecticut,10001-20000 sf,120.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Connecticut,1-10000 sf,95.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Connecticut,10001-20000 sf,115.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Delaware,1-10000 sf,95.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Delaware,10001-20000 sf,125.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Delaware,1-10000 sf,90.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Delaware,10001-20000 sf,120.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Florida,1-10000 sf,85.0,per cut,All year twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Florida,10001-20000 sf,105.0,per cut,All year twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Florida,1-10000 sf,80.0,per cut,All year twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Florida,10001-20000 sf,100.0,per cut,All year twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Georgia,1-10000 sf,85.0,per cut,March 1 - Nov 30 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Georgia,10001-20000 sf,105.0,per cut,March 1 - Nov 30 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Georgia,1-10000 sf,80.0,per cut,March 1 - Nov 30 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Georgia,10001-20000 sf,100.0,per cut,March 1 - Nov 30 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Idaho,1-10000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Idaho,10001-20000 sf,120.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Idaho,1-10000 sf,95.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Idaho,10001-20000 sf,115.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Illinois,1-10000 sf,85.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Illinois,10001-20000 sf,105.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Illinois,1-10000 sf,80.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Illinois,10001-20000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Indiana,1-10000 sf,85.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Indiana,10001-20000 sf,105.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Indiana,1-10000 sf,80.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Indiana,10001-20000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Iowa,1-10000 sf,85.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Iowa,10001-20000 sf,105.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Iowa,1-10000 sf,80.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Iowa,10001-20000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Kansas,1-10000 sf,85.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Kansas,10001-20000 sf,105.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Kansas,1-10000 sf,80.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Kansas,10001-20000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Kentucky,1-10000 sf,85.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Kentucky,10001-20000 sf,105.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Kentucky,1-10000 sf,80.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Kentucky,10001-20000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Louisiana,1-10000 sf,85.0,per cut,March 1 - Nov 30 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Louisiana,10001-20000 sf,105.0,per cut,March 1 - Nov 30 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Louisiana,1-10000 sf,80.0,per cut,March 1 - Nov 30 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Louisiana,10001-20000 sf,100.0,per cut,March 1 - Nov 30 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Maine,1-10000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Maine,10001-20000 sf,120.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Maine,1-10000 sf,95.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Maine,10001-20000 sf,115.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Maryland,1-10000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Maryland,10001-20000 sf,120.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Maryland,1-10000 sf,95.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Maryland,10001-20000 sf,115.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Massachusetts,1-10000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Massachusetts,10001-20000 sf,120.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Massachusetts,1-10000 sf,95.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Massachusetts,10001-20000 sf,115.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Michigan,1-10000 sf,85.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Michigan,10001-20000 sf,105.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Michigan,1-10000 sf,80.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Michigan,10001-20000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Minnesota,1-10000 sf,85.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Minnesota,10001-20000 sf,105.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Minnesota,1-10000 sf,80.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Minnesota,10001-20000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Mississippi,1-10000 sf,85.0,per cut,March 1 - Nov 30 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Mississippi,10001-20000 sf,105.0,per cut,March 1 - Nov 30 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Mississippi,1-10000 sf,80.0,per cut,March 1 - Nov 30 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Mississippi,10001-20000 sf,100.0,per cut,March 1 - Nov 30 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Missouri,1-10000 sf,85.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Missouri,10001-20000 sf,105.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Missouri,1-10000 sf,80.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Missouri,10001-20000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Montana,1-10000 sf,85.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Montana,10001-20000 sf,105.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Montana,1-10000 sf,80.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Montana,10001-20000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Nebraska,1-10000 sf,85.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Nebraska,10001-20000 sf,105.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Nebraska,1-10000 sf,80.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Nebraska,10001-20000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Nevada,1-10000 sf,90.0,per cut,All year once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,Nevada,10001-20000 sf,110.0,per cut,All year once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Nevada,1-10000 sf,85.0,per cut,All year once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,Nevada,10001-20000 sf,105.0,per cut,All year once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,New Hampshire,1-10000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,New Hampshire,10001-20000 sf,120.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,New Hampshire,1-10000 sf,95.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,New Hampshire,10001-20000 sf,115.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,New Jersey,1-10000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,New Jersey,10001-20000 sf,120.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,New Jersey,1-10000 sf,95.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,New Jersey,10001-20000 sf,115.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,New Mexico,1-10000 sf,85.0,per cut,All year once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,New Mexico,10001-20000 sf,105.0,per cut,All year once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,New Mexico,1-10000 sf,80.0,per cut,All year once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,New Mexico,10001-20000 sf,100.0,per cut,All year once/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,New York,1-10000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,New York,10001-20000 sf,120.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,New York,1-10000 sf,95.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,New York,10001-20000 sf,115.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,North Carolina,1-10000 sf,85.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,North Carolina,10001-20000 sf,105.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,North Carolina,1-10000 sf,80.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,North Carolina,10001-20000 sf,100.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,North Dakota,1-10000 sf,85.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Initial,North Dakota,10001-20000 sf,105.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
HUD,Grass Cut - Recut,North Dakota,1-10000 sf,80.0,per cut,April 1 - Oct 31 twice/month,HUD Mortgagee Letter 2016-02,2016-02-01,1,Verified Official,Direct from HUD Mortgagee Letter 2016-02,
